BRAND,SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
WAFELLO,2227C - WAFER BISCUIT 45-95G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.0,1.0,0.0,1.5,0.67,-0.5533,11500.0,11500.0,0.0,3.0,2.0,-0.3333
GET GIT,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,2.19,1.93,-0.1187,118.0,127.33,0.0791,15123.0,13365.0,-0.1162,219.0,336.0,0.5342
GIZZI,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,2.06,1.62,-0.2136,25.5,75.33,1.9541,20186.0,15834.0,-0.2156,51.0,211.0,3.1373
NABATI,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.3,1.36,0.0462,140.0,107.33,-0.2334,11769.0,12469.0,0.0595,257.0,293.0,0.1401
NISSIN,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.18,1.21,0.0254,273.5,337.33,0.2334,12888.0,14110.0,0.0948,485.0,845.0,0.7423
NUTELLA,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,,1.2,,,1.67,,,55600.0,,,4.0,
OREO,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.2,,,27.5,,,11225.0,,,53.0,,
OVALTINE,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.1,1.12,0.0182,136.5,122.33,-0.1038,14718.0,14897.0,0.0122,227.0,288.0,0.2687
RICHEESE,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.25,1.4,0.12,609.5,473.0,-0.224,11735.0,13626.0,0.1611,1015.0,1178.0,0.1606
RICHOCO,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.2,1.47,0.225,666.0,470.0,-0.2943,11163.0,13934.0,0.2482,1121.0,1161.0,0.0357
SELAMAT,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.13,1.1,-0.0265,324.0,236.33,-0.2706,18553.0,18262.0,-0.0157,536.0,583.0,0.0877
TANGO,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.22,1.54,0.2623,729.5,660.67,-0.0944,12419.0,14886.0,0.1986,1248.0,1715.0,0.3742
WAFELLO,2227D - WAFER BISCUIT 100-145G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.21,1.29,0.0661,251.0,296.33,0.1806,11859.0,12714.0,0.0721,424.0,701.0,0.6533
DIASWEET,2227E - WAFER BISCUIT 150-260G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.0,1.0,0.0,1.0,0.67,-0.33,26900.0,26900.0,0.0,1.0,2.0,1.0
NISSIN,2227E - WAFER BISCUIT 150-260G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.82,2.07,0.1374,11.0,14.0,0.2727,24500.0,26702.0,0.0899,19.0,30.0,0.5789
WAFELLO,2227E - WAFER BISCUIT 150-260G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.0,,,0.5,,,33500.0,,,1.0,,
KHONG GUAN,2227F - WAFER BISCUIT 300-350G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.03,1.08,0.0485,54.0,46.67,-0.1357,28551.0,30701.0,0.0753,97.0,124.0,0.2784
TOP,2227F - WAFER BISCUIT 300-350G,2227 - WAFER BISCUIT,BISC & CONFECTIONARY,1.0,1.0,0.0,2.0,1.33,-0.335,12750.0,13000.0,0.0196,4.0,4.0,0.0
LUCKY,2228B - STICK BISCUIT 18-35G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.7,1.28,-0.2471,196.5,95.67,-0.5131,16871.0,12726.0,-0.2457,350.0,255.0,-0.2714
NYAM-NYAM,2228B - STICK BISCUIT 18-35G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.27,1.53,0.2047,159.0,201.0,0.2642,6824.0,8093.0,0.186,289.0,539.0,0.8651
PEJOY,2228B - STICK BISCUIT 18-35G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.14,1.19,0.0439,238.5,113.0,-0.5262,10605.0,11103.0,0.047,394.0,294.0,-0.2538
PEPERO,2228B - STICK BISCUIT 18-35G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.14,1.34,0.1754,43.0,57.67,0.3412,19667.0,22696.0,0.154,71.0,147.0,1.0704
POCKY,2228B - STICK BISCUIT 18-35G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.4,1.12,-0.2,339.0,256.0,-0.2448,15398.0,13082.0,-0.1504,616.0,709.0,0.151
PRETZ,2228B - STICK BISCUIT 18-35G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.0,,,0.5,,,7500.0,,,1.0,,
ASTOR,2228C - STICK BISCUIT 36-50G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.22,1.19,-0.0246,160.5,173.67,0.0821,9693.0,9420.0,-0.0282,276.0,450.0,0.6304
BARBIE,2228C - STICK BISCUIT 36-50G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.35,1.28,-0.0519,40.0,22.67,-0.4332,9045.0,8656.0,-0.043,79.0,61.0,-0.2278
BISKITOP,2228C - STICK BISCUIT 36-50G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,7.7,7.29,-0.0532,18.5,19.67,0.0632,15662.0,14788.0,-0.0558,34.0,50.0,0.4706
LOTTE,2228C - STICK BISCUIT 36-50G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.0,1.6,0.6,1.0,3.33,2.33,8500.0,12800.0,0.5059,2.0,10.0,4.0
MEIJI,2228C - STICK BISCUIT 36-50G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,3.0,2.5,-0.1667,1.0,0.67,-0.33,28500.0,23750.0,-0.1667,2.0,2.0,0.0
NYAM-NYAM,2228C - STICK BISCUIT 36-50G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.21,1.28,0.0579,60.5,58.33,-0.0359,9272.0,10088.0,0.088,109.0,157.0,0.4404
POCKY,2228C - STICK BISCUIT 36-50G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.67,1.27,-0.2395,1358.5,795.33,-0.4146,16386.0,12781.0,-0.22,2304.0,2000.0,-0.1319
ROMA,2228C - STICK BISCUIT 36-50G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.26,1.67,0.3254,54.0,91.67,0.6976,9978.0,13196.0,0.3225,102.0,256.0,1.5098
CHOCOLATOS,2228D - STICK BISCUIT 51-100G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.05,1.16,0.1048,56.0,108.67,0.9405,13970.0,13613.0,-0.0256,108.0,292.0,1.7037
DEKA,2228D - STICK BISCUIT 51-100G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.15,1.26,0.0957,139.0,168.67,0.2135,9910.0,10968.0,0.1068,251.0,422.0,0.6813
PORORO,2228D - STICK BISCUIT 51-100G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.0,1.22,0.22,1.5,13.67,8.1133,25300.0,29727.0,0.175,3.0,39.0,12.0
TWISTER,2228D - STICK BISCUIT 51-100G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.16,1.14,-0.0172,320.0,332.67,0.0396,11612.0,11290.0,-0.0277,579.0,875.0,0.5112
ASTOR,2228E - STICK BISCUIT 110-350G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.07,1.13,0.0561,187.5,132.33,-0.2942,20520.0,22012.0,0.0727,323.0,322.0,-0.0031
KHONG GUAN,2228E - STICK BISCUIT 110-350G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.0,1.0,0.0,1.0,1.0,0.0,8700.0,8500.0,-0.023,2.0,2.0,0.0
LUCKY,2228E - STICK BISCUIT 110-350G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.82,1.5,-0.1758,5.5,2.67,-0.5145,34727.0,28500.0,-0.1793,10.0,7.0,-0.3
POCKY,2228E - STICK BISCUIT 110-350G,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.44,1.09,-0.2431,8.0,19.0,1.375,35794.0,29293.0,-0.1816,14.0,53.0,2.7857
CHO-CHO,2228I - STICK BISCUIT CUP,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.17,2.03,0.735,197.5,402.67,1.0388,11091.0,10368.0,-0.0652,357.0,1008.0,1.8235
NYAM-NYAM,2228I - STICK BISCUIT CUP,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.48,1.91,0.2905,496.5,544.33,0.0963,8081.0,10121.0,0.2524,815.0,1310.0,0.6074
POCKY,2228J - STICK BISCUIT PACK,2228 - STICK BISCUIT,BISC & CONFECTIONARY,1.0,,,3.5,,,19000.0,,,7.0,,
DOOWEE,2229A - SOFT CAKE <90G,2229 - SOFT CAKE,BISC & CONFECTIONARY,1.27,1.21,-0.0472,67.5,6.33,-0.9062,12017.0,11311.0,-0.0588,113.0,13.0,-0.885
LOTTE,2229A - SOFT CAKE <90G,2229 - SOFT CAKE,BISC & CONFECTIONARY,1.13,1.15,0.0177,58.0,87.0,0.5,9028.0,9145.0,0.013,107.0,231.0,1.1589
OREO,2229A - SOFT CAKE <90G,2229 - SOFT CAKE,BISC & CONFECTIONARY,1.04,1.08,0.0385,45.5,48.33,0.0622,11736.0,12308.0,0.0487,89.0,136.0,0.5281
DELFIORION,2229B - SOFT CAKE >90G,2229 - SOFT CAKE,BISC & CONFECTIONARY,1.1,1.02,-0.0727,25.5,20.0,-0.2157,26282.0,24335.0,-0.0741,39.0,53.0,0.359
LOTTE,2229B - SOFT CAKE >90G,2229 - SOFT CAKE,BISC & CONFECTIONARY,1.1,1.11,0.0091,200.5,150.33,-0.2502,21610.0,21682.0,0.0033,349.0,392.0,0.1232
NEXTAR,2229B - SOFT CAKE >90G,2229 - SOFT CAKE,BISC & CONFECTIONARY,,1.03,,,32.0,,,18459.0,,,86.0,
OREO,2229B - SOFT CAKE >90G,2229 - SOFT CAKE,BISC & CONFECTIONARY,1.06,1.08,0.0189,66.0,61.0,-0.0758,21000.0,21404.0,0.0192,114.0,147.0,0.2895
INACO,2301A - JELLY BAG,2301 - JELLY & PUDDING,BISC & CONFECTIONARY,1.09,1.13,0.0367,205.0,195.67,-0.0455,12803.0,12856.0,0.0041,351.0,460.0,0.3105
WONG COCO,2301A - JELLY BAG,2301 - JELLY & PUDDING,BISC & CONFECTIONARY,1.29,1.23,-0.0465,211.0,229.0,0.0853,11684.0,11013.0,-0.0574,328.0,505.0,0.5396
FRUITIVIT,2301B - JELLY PACK,2301 - JELLY & PUDDING,BISC & CONFECTIONARY,1.39,1.37,-0.0144,80.0,94.67,0.1834,6462.0,6311.0,-0.0234,124.0,219.0,0.7661
INACO,2301B - JELLY PACK,2301 - JELLY & PUDDING,BISC & CONFECTIONARY,,9.67,,,7.0,,,33833.0,,,17.0,
WONG COCO,2301B - JELLY PACK,2301 - JELLY & PUDDING,BISC & CONFECTIONARY,1.0,,,0.5,,,17400.0,,,1.0,,
SUNGIFT,2312A - CHINESE PRESERVED FRUIT,2312 - CHINESE PRESERVED FRUIT,BISC & CONFECTIONARY,1.0,1.0,0.0,0.5,0.33,-0.34,34900.0,35900.0,0.0287,1.0,1.0,0.0
KIS,2322A - CAN CANDY,2322 - CAN & BOTTLE CANDY,BISC & CONFECTIONARY,2.75,,,4.0,,,62700.0,,,8.0,,
KOPIKO,2322A - CAN CANDY,2322 - CAN & BOTTLE CANDY,BISC & CONFECTIONARY,1.5,,,1.0,,,34250.0,,,2.0,,
TAMARIN,2322A - CAN CANDY,2322 - CAN & BOTTLE CANDY,BISC & CONFECTIONARY,1.0,,,1.0,,,22800.0,,,2.0,,
YUPI,2322A - CAN CANDY,2322 - CAN & BOTTLE CANDY,BISC & CONFECTIONARY,1.05,1.03,-0.019,51.5,48.0,-0.068,13415.0,12602.0,-0.0606,99.0,137.0,0.3838
ALPENLIEBE,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.06,1.0,-0.0566,18.0,17.67,-0.0183,20700.0,20530.0,-0.0082,34.0,50.0,0.4706
ANTANGIN,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.13,1.17,0.0354,7.5,6.0,-0.2,8500.0,9211.0,0.0836,14.0,16.0,0.1429
BLASTER,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.02,1.04,0.0196,66.0,52.67,-0.202,9140.0,9628.0,0.0534,126.0,148.0,0.1746
BONTEA,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.0,1.2,0.2,1.0,1.67,0.67,8500.0,10200.0,0.2,2.0,5.0,1.5
COCA COLA,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,,1.25,,,1.33,,,12375.0,,,4.0,
FOX'S,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.08,1.1,0.0185,161.5,160.67,-0.0051,9777.0,10088.0,0.0318,299.0,425.0,0.4214
GINGERBON,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.04,1.08,0.0385,51.5,48.33,-0.0616,12600.0,13375.0,0.0615,88.0,126.0,0.4318
GOLIA,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.11,1.15,0.036,95.5,85.0,-0.1099,9476.0,10018.0,0.0572,168.0,206.0,0.2262
JAGOAN,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,,1.0,,,0.33,,,9900.0,,,1.0,
KAPAL API,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.0,1.0,0.0,2.5,2.33,-0.068,8500.0,8500.0,0.0,5.0,5.0,0.0
KIS,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.09,1.14,0.0459,154.0,158.33,0.0281,9627.0,10188.0,0.0583,278.0,425.0,0.5288
KOJIMA,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,3.0,1.67,-0.4433,0.5,1.0,1.0,25500.0,14167.0,-0.4444,1.0,3.0,2.0
KOPIKO,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.1,1.15,0.0455,167.5,194.0,0.1582,11305.0,12319.0,0.0897,306.0,486.0,0.5882
MELTING SWEET,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,,1.4,,,1.67,,,11900.0,,,4.0,
MENTOS,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.11,1.12,0.009,137.0,142.33,0.0389,9781.0,10182.0,0.041,243.0,367.0,0.5103
MILKITA,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.13,1.22,0.0796,155.0,169.33,0.0925,15782.0,18076.0,0.1454,278.0,451.0,0.6223
MINTZ,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.12,1.13,0.0089,135.5,152.67,0.1267,9835.0,9928.0,0.0095,247.0,402.0,0.6275
PARAGO,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.13,1.16,0.0265,73.0,60.67,-0.1689,10782.0,11482.0,0.0649,127.0,166.0,0.3071
RELAXA,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.05,1.06,0.0095,174.5,126.0,-0.2779,8513.0,8876.0,0.0426,321.0,332.0,0.0343
SUPER ZUPER,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.02,1.11,0.0882,64.0,73.33,0.1458,11647.0,13377.0,0.1485,120.0,194.0,0.6167
TAMARIN,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.05,1.02,-0.0286,42.5,47.0,0.1059,11068.0,10626.0,-0.0399,82.0,138.0,0.6829
TEJAHE,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.78,2.71,0.5225,4.5,13.67,2.0378,13333.0,20707.0,0.5531,9.0,32.0,2.5556
ZIPLONG,2323A - BAG CANDY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.6,1.9,0.1875,5.0,3.33,-0.334,13600.0,16650.0,0.2243,10.0,8.0,-0.2
AMOS,2323B - BAG CANDY GUMMY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.1,1.11,0.0091,185.0,158.67,-0.1423,19930.0,20058.0,0.0064,326.0,407.0,0.2485
CHUPA CHUPS,2323B - BAG CANDY GUMMY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.12,1.11,-0.0089,165.0,143.33,-0.1313,16267.0,15349.0,-0.0564,303.0,383.0,0.264
HARIBO,2323B - BAG CANDY GUMMY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.17,1.1,-0.0598,79.5,57.67,-0.2746,19226.0,18046.0,-0.0614,153.0,157.0,0.0261
JLO,2323B - BAG CANDY GUMMY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.0,1.0,0.0,1.5,0.67,-0.5533,18900.0,18900.0,0.0,3.0,2.0,-0.3333
RELAXA,2323B - BAG CANDY GUMMY,2323 - BAG CANDY,BISC & CONFECTIONARY,,1.0,,,1.33,,,16250.0,,,4.0,
YUPI,2323B - BAG CANDY GUMMY,2323 - BAG CANDY,BISC & CONFECTIONARY,1.1,1.13,0.0273,236.5,235.33,-0.0049,16233.0,16727.0,0.0304,422.0,608.0,0.4408
CHOMP-CHOMP,2324A - MARSHMALLOW,2324 - MARSHMALLOW,BISC & CONFECTIONARY,1.11,1.1,-0.009,269.0,280.0,0.0409,11376.0,11151.0,-0.0198,467.0,699.0,0.4968
CUCU,2324A - MARSHMALLOW,2324 - MARSHMALLOW,BISC & CONFECTIONARY,1.05,1.39,0.3238,32.5,31.33,-0.036,15425.0,20648.0,0.3386,62.0,90.0,0.4516
HARIBO,2324A - MARSHMALLOW,2324 - MARSHMALLOW,BISC & CONFECTIONARY,1.0,1.5,0.5,1.5,0.67,-0.5533,13900.0,20850.0,0.5,3.0,2.0,-0.3333
SNACKIT,2324A - MARSHMALLOW,2324 - MARSHMALLOW,BISC & CONFECTIONARY,1.49,1.15,-0.2282,22.5,22.0,-0.0222,14153.0,10127.0,-0.2845,44.0,62.0,0.4091
KIT KAT,2331A - ENROBED CHOCOLATE 9-19G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.28,1.26,-0.0156,44.0,43.0,-0.0227,8118.0,8036.0,-0.0101,80.0,115.0,0.4375
MILKITA,2331A - ENROBED CHOCOLATE 9-19G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,,1.18,,,3.67,,,6500.0,,,11.0,
BENG-BENG,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.68,1.62,-0.0357,180.0,174.0,-0.0333,10256.0,10637.0,0.0371,328.0,447.0,0.3628
CADBURY,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.16,1.09,-0.0603,19.0,22.67,0.1932,19463.0,18472.0,-0.0509,37.0,65.0,0.7568
CHIC CHOC,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.66,1.62,-0.0241,274.0,267.67,-0.0231,17598.0,16978.0,-0.0352,451.0,650.0,0.4412
CREMONA,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,,1.0,,,1.33,,,16250.0,,,4.0,
DELFI,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.54,1.65,0.0714,160.0,144.67,-0.0958,14308.0,15251.0,0.0659,243.0,344.0,0.4156
DILAN,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.26,,,13.5,,,6204.0,,,26.0,,
FERRERO,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.59,1.37,-0.1384,35.0,29.0,-0.1714,45227.0,39068.0,-0.1362,66.0,71.0,0.0758
JLO,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.12,1.16,0.0357,55.0,58.0,0.0545,14154.0,14852.0,0.0493,100.0,159.0,0.59
KALPA,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.18,1.0,-0.1525,68.5,4.33,-0.9368,6346.0,4500.0,-0.2909,121.0,13.0,-0.8926
KINDER BUENO,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.37,1.39,0.0146,72.5,48.67,-0.3287,25294.0,26042.0,0.0296,117.0,122.0,0.0427
KINDER CREAMY,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,2.09,1.32,-0.3684,119.0,137.33,0.154,17203.0,10915.0,-0.3655,211.0,340.0,0.6114
KINDER JOY,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.47,1.41,-0.0408,561.0,482.33,-0.1402,24134.0,23445.0,-0.0285,898.0,1110.0,0.2361
KIT KAT,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.35,1.26,-0.0667,134.5,128.33,-0.0459,22957.0,21332.0,-0.0708,242.0,334.0,0.3802
SNICKERS,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.45,1.68,0.1586,58.0,86.67,0.4943,15241.0,17688.0,0.1606,109.0,225.0,1.0642
TOP,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.57,1.51,-0.0382,26.5,65.67,1.4781,8625.0,8146.0,-0.0555,50.0,178.0,2.56
WONHAE,2331B - ENROBED CHOCOLATE 20-45G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.18,1.3,0.1017,103.0,119.33,0.1585,18610.0,20218.0,0.0864,186.0,303.0,0.629
BENG-BENG,2331C - ENROBED CHOCOLATE >50G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.18,1.19,0.0085,453.5,513.0,0.1312,17401.0,17370.0,-0.0018,768.0,1277.0,0.6628
BLASTOZ,2331C - ENROBED CHOCOLATE >50G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.02,1.11,0.0882,49.5,32.0,-0.3535,11128.0,12218.0,0.098,86.0,85.0,-0.0116
DELFI,2331C - ENROBED CHOCOLATE >50G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.21,1.26,0.0413,263.0,272.67,0.0368,16559.0,16933.0,0.0226,419.0,561.0,0.3389
DILAN,2331C - ENROBED CHOCOLATE >50G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.13,1.04,-0.0796,26.5,55.33,1.0879,16085.0,14527.0,-0.0969,52.0,160.0,2.0769
KALPA,2331C - ENROBED CHOCOLATE >50G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.09,1.05,-0.0367,70.0,49.33,-0.2953,17053.0,16671.0,-0.0224,118.0,130.0,0.1017
L'AGIE,2331C - ENROBED CHOCOLATE >50G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.0,,,3.5,,,8514.0,,,7.0,,
NABATI,2331C - ENROBED CHOCOLATE >50G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.02,1.07,0.049,43.5,25.33,-0.4177,10136.0,10600.0,0.0458,85.0,69.0,-0.1882
NIMS,2331C - ENROBED CHOCOLATE >50G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,,1.33,,,1.0,,,30133.0,,,3.0,
SNICKERS,2331C - ENROBED CHOCOLATE >50G,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.4,1.55,0.1071,96.5,110.33,0.1433,19563.0,21615.0,0.1049,162.0,289.0,0.784
CHOKI-CHOKI,2331D - ENROBED CHOCOLATE PASTA,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.19,1.3,0.0924,200.0,235.33,0.1767,8783.0,10519.0,0.1977,352.0,578.0,0.642
APOLLO,2331E - ENROBED CHOCOLATE PACKED,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.0,,,0.5,,,51900.0,,,1.0,,
FERRERO,2331E - ENROBED CHOCOLATE PACKED,2331 - ENROBED CHOCOLATE,BISC & CONFECTIONARY,1.0,1.0,0.0,0.5,0.67,0.34,115900.0,129000.0,0.113,1.0,2.0,1.0
CHA CHA,2333A - DRAGEES CHOCOLATE 10-29G,2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,1.27,1.23,-0.0315,289.0,231.33,-0.1996,11318.0,10771.0,-0.0483,508.0,589.0,0.1594
MILO,2333A - DRAGEES CHOCOLATE 10-29G,2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,1.34,1.2,-0.1045,99.5,92.33,-0.0721,18705.0,16951.0,-0.0938,170.0,241.0,0.4176
CHA CHA,2333B - DRAGEES CHOCOLATE 30-49G,2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,1.44,1.25,-0.1319,629.0,450.67,-0.2835,14489.0,12767.0,-0.1188,1056.0,1094.0,0.036
M&M'S,2333B - DRAGEES CHOCOLATE 30-49G,2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,,1.0,,,1.33,,,14900.0,,,4.0,
SILVER QUEEN,2333B - DRAGEES CHOCOLATE 30-49G,2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,1.17,1.22,0.0427,118.0,122.67,0.0396,13904.0,15159.0,0.0903,211.0,318.0,0.5071
WONHAE,2333B - DRAGEES CHOCOLATE 30-49G,2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,,1.1,,,38.0,,,20098.0,,,112.0,
MILO,2333C - DRAGEES CHOCOLATE 50-160G,2333 - DRAGEES CHOCOLATE,BISC & CONFECTIONARY,,1.22,,,38.0,,,17680.0,,,102.0,
CHEK HUP,1211A - INSTANT TEA,1211 - INSTANT TEA,BREAKFAST,,1.0,,,1.0,,,89000.0,,,3.0,
MAX,1211A - INSTANT TEA,1211 - INSTANT TEA,BREAKFAST,1.08,1.1,0.0185,86.5,71.33,-0.1754,15791.0,16096.0,0.0193,137.0,159.0,0.1606
MAX TEA,1211A - INSTANT TEA,1211 - INSTANT TEA,BREAKFAST,1.21,1.26,0.0413,7.0,7.67,0.0957,77736.0,78874.0,0.0146,13.0,18.0,0.3846
POCI,1211A - INSTANT TEA,1211 - INSTANT TEA,BREAKFAST,2.25,1.63,-0.2756,26.5,19.0,-0.283,25319.0,18068.0,-0.2864,47.0,50.0,0.0638
